Age,Years_of_Experience,Job_Title,Department,Education_Level,Location_Tier,Performance_Rating,Certifications,Target_Salary
55,0,Sales Executive,Data & Analytics,Bachelor's,Tier 3 / Remote,3,3,66160.38
50,23,Financial Analyst,Product,Bachelor's,Tier 1,2,2,173857.05
51,8,Senior Software Engineer,Human Resources,Master's,Tier 3 / Remote,3,3,121672.57
37,15,Engineering Manager,Finance,High School,Tier 2,1,0,136420.76
22,2,Engineering Manager,Product,Master's,Tier 1,2,1,167183.17
50,24,HR Specialist,Sales & Marketing,Master's,Tier 3 / Remote,4,0,135792.12
51,20,Product Manager,Sales & Marketing,Bachelor's,Tier 2,3,2,171184.97
43,11,Sales Executive,Engineering,Bachelor's,Tier 3 / Remote,4,4,101627.07
36,10,Marketing Specialist,Human Resources,Bachelor's,Tier 1,3,2,115971.01
41,19,Product Manager,Sales & Marketing,Master's,Tier 1,3,2,215771.6
59,5,Product Manager,Data & Analytics,Bachelor's,Tier 2,3,2,128403.55
44,14,Software Engineer,Sales & Marketing,PhD,Tier 2,3,4,159946.32
52,18,Marketing Specialist,Sales & Marketing,Master's,Tier 1,3,0,160154.21
38,8,Product Manager,Data & Analytics,High School,Tier 1,3,0,146050.43
56,27,Software Engineer,Data & Analytics,Bachelor's,Tier 3 / Remote,1,0,117119.76
23,1,Software Engineer,Product,Bachelor's,Tier 1,3,1,94291.11
52,25,Marketing Specialist,Data & Analytics,Bachelor's,Tier 2,3,1,141416.45
47,13,Marketing Specialist,Finance,High School,Tier 2,3,4,97756.39
52,19,Senior Software Engineer,Sales & Marketing,Bachelor's,Tier 3 / Remote,4,0,142199.24
29,3,Financial Analyst,Finance,Bachelor's,Tier 1,3,3,112700.59
37,1,HR Manager,Sales & Marketing,Bachelor's,Tier 3 / Remote,3,5,93928.83
33,3,Sales Executive,Human Resources,Bachelor's,Tier 3 / Remote,4,0,72314.02
40,17,Product Manager,Human Resources,Bachelor's,Tier 1,4,2,202265.35
34,2,Sales Executive,Product,Master's,Tier 1,2,2,109027.31
22,2,HR Manager,Data & Analytics,Bachelor's,Tier 2,3,0,92608.04
34,10,Marketing Specialist,Finance,Master's,Tier 2,5,1,126279.22
25,0,Marketing Specialist,Finance,Bachelor's,Tier 1,5,0,92241.84
52,11,Sales Executive,Human Resources,High School,Tier 1,3,5,123783.17
29,4,HR Specialist,Finance,PhD,Tier 1,5,2,150055.22
48,9,HR Manager,Human Resources,Master's,Tier 2,3,2,135021.35
29,7,Software Engineer,Finance,Master's,Tier 1,3,1,127859.22
45,12,HR Manager,Finance,Bachelor's,Tier 2,2,1,116734.93
43,22,Software Engineer,Sales & Marketing,Master's,Tier 1,4,3,196377.35
61,11,Software Engineer,Product,PhD,Tier 3 / Remote,3,2,120022.56
50,10,Marketing Specialist,Human Resources,Master's,Tier 1,2,2,121421.24
30,1,Engineering Manager,Engineering,Master's,Tier 2,2,5,146053.32
38,13,Engineering Manager,Product,Bachelor's,Tier 3 / Remote,4,1,154555.7
22,0,Product Manager,Data & Analytics,Master's,Tier 1,4,0,156697.18
53,31,Marketing Specialist,Engineering,Bachelor's,Tier 1,1,1,169914.87
41,18,Marketing Specialist,Finance,Master's,Tier 1,3,2,159462.7
22,2,Marketing Specialist,Product,High School,Tier 1,5,1,83318.98
46,7,Software Engineer,Data & Analytics,Bachelor's,Tier 3 / Remote,1,1,75430.89
62,18,Sales Executive,Sales & Marketing,Bachelor's,Tier 1,3,0,153246.43
48,14,Financial Analyst,Data & Analytics,Master's,Tier 1,4,2,170769.25
44,13,HR Specialist,Sales & Marketing,Bachelor's,Tier 1,5,3,145610.61
39,17,Lead Data Scientist,Human Resources,Bachelor's,Tier 3 / Remote,4,2,159801.07
52,18,Lead Data Scientist,Product,Bachelor's,Tier 2,2,4,173108.74
49,12,Software Engineer,Engineering,Bachelor's,Tier 2,2,2,111297.86
42,7,Financial Analyst,Data & Analytics,Bachelor's,Tier 2,3,3,105587.51
33,13,Marketing Specialist,Sales & Marketing,Master's,Tier 1,3,1,142918.79
58,3,Sales Executive,Engineering,Bachelor's,Tier 2,3,2,80406.05
45,1,Financial Analyst,Sales & Marketing,High School,Tier 2,5,0,76988.12
60,29,Marketing Specialist,Sales & Marketing,Master's,Tier 1,5,2,226294.89
54,18,HR Manager,Product,PhD,Tier 2,3,1,176543.96
38,15,HR Manager,Human Resources,Bachelor's,Tier 2,5,3,158139.44
54,18,Sales Executive,Finance,Bachelor's,Tier 1,2,3,144794.89
37,13,Product Manager,Sales & Marketing,Bachelor's,Tier 2,4,1,156992.88
48,27,Senior Software Engineer,Data & Analytics,Bachelor's,Tier 2,3,0,184014.95
62,18,Senior Software Engineer,Finance,Bachelor's,Tier 1,2,0,173380.23
49,22,Senior Software Engineer,Finance,Bachelor's,Tier 1,1,1,170049.06
57,20,Sales Executive,Finance,Master's,Tier 2,3,0,146520.91
28,0,Software Engineer,Sales & Marketing,Bachelor's,Tier 2,4,2,88191.02
55,2,Marketing Specialist,Sales & Marketing,Bachelor's,Tier 1,3,0,88793.99
22,0,HR Manager,Product,Bachelor's,Tier 1,1,2,95429.57
25,0,Lead Data Scientist,Engineering,Bachelor's,Tier 1,3,3,146119.48
47,23,Sales Executive,Human Resources,Bachelor's,Tier 3 / Remote,3,1,121625.42
41,1,Senior Software Engineer,Product,PhD,Tier 2,2,2,129606.59
34,13,Financial Analyst,Human Resources,PhD,Tier 1,2,0,174938.64
56,0,Senior Software Engineer,Human Resources,PhD,Tier 2,1,0,117508.51
31,2,HR Manager,Engineering,Bachelor's,Tier 2,3,1,105056.69
29,2,HR Manager,Engineering,Bachelor's,Tier 3 / Remote,3,1,85292.58
39,4,Senior Software Engineer,Data & Analytics,Master's,Tier 1,5,4,179705.99
38,9,Senior Software Engineer,Product,Bachelor's,Tier 3 / Remote,3,2,111166.29
26,5,Engineering Manager,Data & Analytics,Master's,Tier 1,4,3,205192.74
51,4,Financial Analyst,Engineering,Master's,Tier 1,5,0,140424.24
52,14,Engineering Manager,Sales & Marketing,Master's,Tier 2,4,0,193677.84
60,30,HR Manager,Data & Analytics,Master's,Tier 2,1,1,171385.91
45,7,Product Manager,Human Resources,High School,Tier 2,4,1,122751.09
38,18,HR Manager,Finance,Bachelor's,Tier 3 / Remote,3,0,118867.18
55,27,Marketing Specialist,Data & Analytics,Master's,Tier 1,4,1,204595.96
56,27,Financial Analyst,Finance,Master's,Tier 1,4,0,219442.4
36,11,HR Specialist,Product,Master's,Tier 1,4,1,145319.64
32,2,Sales Executive,Data & Analytics,Bachelor's,Tier 3 / Remote,3,1,68239.69
55,20,Software Engineer,Sales & Marketing,Bachelor's,Tier 1,3,0,161603.93
29,2,HR Manager,Data & Analytics,PhD,Tier 1,2,0,142368.45
36,3,Product Manager,Data & Analytics,High School,Tier 1,2,2,120046.24
57,2,HR Specialist,Human Resources,Bachelor's,Tier 1,3,1,86425.11
58,28,Sales Executive,Product,Bachelor's,Tier 1,3,2,195647.86
44,6,HR Specialist,Data & Analytics,High School,Tier 1,3,2,88697.29
60,9,Engineering Manager,Human Resources,Bachelor's,Tier 2,3,1,161436.56
47,2,HR Specialist,Product,High School,Tier 2,1,1,48689.0
55,2,HR Manager,Finance,Bachelor's,Tier 2,5,0,111194.47
32,2,Sales Executive,Finance,Master's,Tier 2,3,2,92402.91
33,5,Product Manager,Data & Analytics,Master's,Tier 1,3,1,161752.99
29,9,Software Engineer,Human Resources,Master's,Tier 2,3,1,116689.51
29,0,Senior Software Engineer,Data & Analytics,Bachelor's,Tier 2,1,0,88333.26
62,15,Marketing Specialist,Product,Master's,Tier 1,4,2,156268.79
26,2,Sales Executive,Finance,High School,Tier 2,2,1,55237.69
31,11,Product Manager,Data & Analytics,Bachelor's,Tier 2,3,0,142475.63
24,3,HR Specialist,Sales & Marketing,Bachelor's,Tier 3 / Remote,3,3,70243.13
58,4,Marketing Specialist,Data & Analytics,High School,Tier 2,2,2,64770.49
43,22,Software Engineer,Human Resources,High School,Tier 1,5,1,174097.34
46,23,Financial Analyst,Engineering,Bachelor's,Tier 1,4,0,192115.68
25,5,Lead Data Scientist,Finance,Bachelor's,Tier 2,2,0,135348.45
58,10,Marketing Specialist,Product,High School,Tier 1,2,1,97672.85
29,9,HR Specialist,Finance,Bachelor's,Tier 3 / Remote,3,3,85258.66
51,23,Engineering Manager,Human Resources,Master's,Tier 2,3,1,211584.75
30,4,Software Engineer,Data & Analytics,Bachelor's,Tier 2,3,0,83396.13
36,12,Financial Analyst,Human Resources,High School,Tier 3 / Remote,5,1,97750.92
22,0,HR Manager,Data & Analytics,Master's,Tier 1,2,3,119904.33
34,8,Senior Software Engineer,Human Resources,Bachelor's,Tier 1,4,2,166128.37
25,0,Senior Software Engineer,Engineering,Bachelor's,Tier 3 / Remote,3,2,97377.11
37,12,Engineering Manager,Human Resources,Master's,Tier 2,3,4,182424.61
22,2,Product Manager,Finance,High School,Tier 1,4,1,139319.41
35,2,Lead Data Scientist,Finance,Bachelor's,Tier 3 / Remote,3,0,103924.5
48,24,Senior Software Engineer,Finance,Master's,Tier 2,2,1,178733.1
47,5,Engineering Manager,Finance,Bachelor's,Tier 2,3,3,147865.03
53,24,Product Manager,Finance,Master's,Tier 1,2,1,213899.5
61,27,Marketing Specialist,Data & Analytics,Master's,Tier 3 / Remote,2,2,124437.56
23,0,Software Engineer,Engineering,PhD,Tier 2,4,1,113307.77
37,8,HR Specialist,Product,Bachelor's,Tier 3 / Remote,5,2,85108.02
49,19,Sales Executive,Human Resources,Master's,Tier 1,3,0,166166.54
47,18,HR Manager,Product,High School,Tier 2,1,4,115823.9
32,1,Engineering Manager,Finance,Bachelor's,Tier 3 / Remote,5,2,130763.59
44,2,Financial Analyst,Sales & Marketing,PhD,Tier 1,3,3,141802.67
51,8,Financial Analyst,Human Resources,Bachelor's,Tier 1,1,0,110703.11
52,29,Lead Data Scientist,Product,Bachelor's,Tier 2,3,0,212466.79
23,2,Financial Analyst,Engineering,Bachelor's,Tier 1,4,5,113071.57
41,20,HR Specialist,Engineering,Bachelor's,Tier 3 / Remote,3,1,108990.08
50,2,HR Manager,Engineering,Master's,Tier 1,4,4,149088.75
31,6,Engineering Manager,Sales & Marketing,Bachelor's,Tier 2,3,1,146478.89
39,1,Marketing Specialist,Data & Analytics,PhD,Tier 2,4,3,114380.99
52,16,HR Specialist,Sales & Marketing,PhD,Tier 3 / Remote,4,0,134822.88
25,0,Financial Analyst,Sales & Marketing,PhD,Tier 2,2,1,104412.88
48,1,HR Specialist,Data & Analytics,Bachelor's,Tier 1,4,1,93394.79
39,1,Marketing Specialist,Finance,Master's,Tier 1,3,2,104645.08
52,30,Lead Data Scientist,Sales & Marketing,Master's,Tier 1,5,1,303127.11
28,1,Financial Analyst,Finance,Bachelor's,Tier 1,4,2,107493.4
40,20,Marketing Specialist,Product,Master's,Tier 2,4,2,158371.17
60,10,Marketing Specialist,Engineering,Bachelor's,Tier 1,3,3,123617.44
23,0,Financial Analyst,Human Resources,Bachelor's,Tier 2,5,1,88602.06
35,1,Product Manager,Data & Analytics,Bachelor's,Tier 2,3,1,105208.79
57,4,Lead Data Scientist,Finance,PhD,Tier 1,3,3,204387.56
49,9,Sales Executive,Engineering,High School,Tier 1,5,0,104379.25
59,37,Marketing Specialist,Product,Bachelor's,Tier 1,2,1,199848.1
24,2,Product Manager,Sales & Marketing,PhD,Tier 3 / Remote,3,1,130162.11
50,23,Sales Executive,Human Resources,Bachelor's,Tier 3 / Remote,3,2,119660.65
48,19,Sales Executive,Product,High School,Tier 2,4,1,119614.42
24,3,HR Manager,Human Resources,Bachelor's,Tier 2,5,0,111762.45
51,17,Engineering Manager,Finance,Master's,Tier 2,3,0,189663.75
39,15,Sales Executive,Engineering,Bachelor's,Tier 2,2,1,110498.84
29,1,HR Specialist,Data & Analytics,Master's,Tier 3 / Remote,3,2,80395.47
31,4,Senior Software Engineer,Product,Bachelor's,Tier 1,4,4,164151.51
43,0,HR Specialist,Product,Master's,Tier 3 / Remote,3,1,65596.99
45,5,HR Specialist,Human Resources,High School,Tier 1,3,0,82851.15
24,3,Sales Executive,Data & Analytics,Master's,Tier 1,1,0,96307.01
35,3,Product Manager,Finance,Master's,Tier 2,3,3,133232.6
45,6,Lead Data Scientist,Product,Bachelor's,Tier 2,5,0,161367.49
48,3,HR Specialist,Data & Analytics,Bachelor's,Tier 2,2,1,68760.58
55,32,Lead Data Scientist,Sales & Marketing,Bachelor's,Tier 1,5,4,304150.75
52,30,Product Manager,Product,Bachelor's,Tier 2,2,2,185952.73
48,19,Financial Analyst,Human Resources,Master's,Tier 2,2,1,141504.41
50,0,Product Manager,Sales & Marketing,Bachelor's,Tier 1,3,3,137119.63
50,27,Lead Data Scientist,Finance,Bachelor's,Tier 2,1,1,182588.83
33,13,Marketing Specialist,Sales & Marketing,Master's,Tier 2,3,2,123249.03
35,13,Senior Software Engineer,Data & Analytics,PhD,Tier 3 / Remote,2,1,139431.11
48,19,Product Manager,Data & Analytics,High School,Tier 2,3,2,146929.21
23,1,Senior Software Engineer,Engineering,High School,Tier 2,3,1,91143.94
58,10,Sales Executive,Human Resources,Master's,Tier 1,3,0,137071.03
39,4,Financial Analyst,Sales & Marketing,Master's,Tier 2,4,0,114659.84
34,11,Software Engineer,Engineering,Master's,Tier 1,3,1,146533.1
30,3,Software Engineer,Data & Analytics,Master's,Tier 2,5,4,119977.35
50,18,HR Specialist,Sales & Marketing,High School,Tier 3 / Remote,3,1,91738.51
31,2,Marketing Specialist,Product,Bachelor's,Tier 1,3,1,87929.2
41,6,Software Engineer,Finance,Bachelor's,Tier 1,4,2,122634.63
58,33,Software Engineer,Finance,Bachelor's,Tier 3 / Remote,3,2,152561.76
50,20,Marketing Specialist,Product,High School,Tier 1,5,1,145539.75
27,0,Software Engineer,Finance,Master's,Tier 3 / Remote,3,3,79566.59
62,0,Marketing Specialist,Human Resources,Bachelor's,Tier 2,3,3,71012.65
47,25,HR Manager,Product,High School,Tier 1,4,1,199638.89
43,21,Software Engineer,Sales & Marketing,Bachelor's,Tier 2,3,2,147364.72
59,32,Product Manager,Engineering,Bachelor's,Tier 3 / Remote,3,1,171084.02
47,6,Lead Data Scientist,Human Resources,PhD,Tier 1,3,2,210574.75
38,1,Software Engineer,Product,Master's,Tier 3 / Remote,3,1,84155.0
22,2,Engineering Manager,Sales & Marketing,High School,Tier 1,4,5,161707.01
52,15,Lead Data Scientist,Sales & Marketing,Master's,Tier 1,4,0,225902.29
30,10,Product Manager,Finance,Bachelor's,Tier 1,2,0,152968.21
47,14,Product Manager,Data & Analytics,Bachelor's,Tier 1,3,0,177429.92
27,0,Software Engineer,Finance,Bachelor's,Tier 1,5,1,101916.18
23,0,Sales Executive,Product,High School,Tier 1,3,1,65111.42
48,6,Engineering Manager,Sales & Marketing,Bachelor's,Tier 3 / Remote,3,1,126623.14
22,1,Lead Data Scientist,Sales & Marketing,Master's,Tier 2,4,1,146623.61
51,0,Senior Software Engineer,Data & Analytics,Bachelor's,Tier 3 / Remote,3,0,88640.39
39,8,Engineering Manager,Engineering,Master's,Tier 1,4,2,212414.14
55,8,Sales Executive,Product,PhD,Tier 1,2,3,149356.09
42,1,Software Engineer,Engineering,Bachelor's,Tier 2,4,2,86877.42
22,1,Sales Executive,Product,Bachelor's,Tier 2,2,1,76804.17
53,16,Product Manager,Human Resources,Master's,Tier 1,3,3,199449.72
55,13,Marketing Specialist,Sales & Marketing,Master's,Tier 2,3,0,115209.16
35,0,Engineering Manager,Finance,Bachelor's,Tier 2,3,1,127939.32
26,4,Senior Software Engineer,Finance,Master's,Tier 3 / Remote,4,0,113169.76
57,10,Marketing Specialist,Human Resources,Bachelor's,Tier 2,4,2,102684.5
53,24,Engineering Manager,Human Resources,Master's,Tier 1,3,5,261671.99
30,4,Marketing Specialist,Product,Master's,Tier 1,3,1,110735.43
56,19,Engineering Manager,Finance,Bachelor's,Tier 1,3,1,221552.94
46,26,HR Specialist,Engineering,Master's,Tier 1,4,2,204027.62
32,8,Senior Software Engineer,Data & Analytics,Master's,Tier 1,3,0,165293.01
62,30,HR Manager,Sales & Marketing,Bachelor's,Tier 2,4,3,198041.96
34,6,HR Specialist,Finance,Master's,Tier 1,3,2,118922.05
51,10,Software Engineer,Sales & Marketing,Bachelor's,Tier 2,5,1,125799.93
55,10,HR Manager,Data & Analytics,Master's,Tier 2,3,2,139772.47
53,31,Senior Software Engineer,Data & Analytics,Master's,Tier 1,4,2,262655.41
51,7,HR Specialist,Human Resources,Master's,Tier 2,3,1,99008.88
39,18,Software Engineer,Finance,High School,Tier 2,3,1,112593.56
60,13,Engineering Manager,Engineering,Bachelor's,Tier 2,2,1,160478.51
24,2,Sales Executive,Data & Analytics,PhD,Tier 2,4,0,109687.06
28,2,Sales Executive,Product,Bachelor's,Tier 1,2,3,88228.23
60,8,Marketing Specialist,Product,Master's,Tier 3 / Remote,5,0,101673.83
55,5,HR Manager,Human Resources,Master's,Tier 2,3,3,128339.47
29,9,Product Manager,Data & Analytics,Master's,Tier 1,1,1,153537.23
53,9,Sales Executive,Data & Analytics,Bachelor's,Tier 3 / Remote,3,2,86967.37
61,22,Product Manager,Engineering,Bachelor's,Tier 1,3,1,211449.32
35,3,Software Engineer,Product,Bachelor's,Tier 2,3,3,87399.05
26,6,Financial Analyst,Engineering,Master's,Tier 3 / Remote,4,1,100955.18
28,4,Product Manager,Sales & Marketing,Master's,Tier 1,3,2,165996.89
31,10,HR Manager,Finance,Bachelor's,Tier 2,3,2,133453.69
41,12,Sales Executive,Engineering,High School,Tier 1,3,2,115740.66
42,2,Product Manager,Engineering,Bachelor's,Tier 1,3,2,138361.12
49,15,HR Manager,Finance,Bachelor's,Tier 2,5,0,155193.98
50,5,Software Engineer,Engineering,Master's,Tier 2,4,2,119134.07
27,4,Software Engineer,Human Resources,Master's,Tier 1,3,4,126808.33
59,35,Lead Data Scientist,Engineering,Bachelor's,Tier 1,1,0,236877.08
62,4,Engineering Manager,Human Resources,Master's,Tier 1,3,0,184941.84
24,4,HR Manager,Engineering,Bachelor's,Tier 1,4,1,130345.82
58,7,Marketing Specialist,Engineering,Bachelor's,Tier 1,4,1,116384.08
38,18,HR Manager,Finance,Master's,Tier 3 / Remote,5,0,153004.03
54,13,Senior Software Engineer,Data & Analytics,Bachelor's,Tier 1,5,2,187930.89
31,1,Engineering Manager,Finance,Bachelor's,Tier 3 / Remote,3,0,114735.13
58,15,Marketing Specialist,Human Resources,Bachelor's,Tier 1,3,1,132363.53
54,1,Lead Data Scientist,Sales & Marketing,High School,Tier 1,1,0,122150.17
49,7,Lead Data Scientist,Engineering,High School,Tier 1,4,1,171851.81
44,1,Financial Analyst,Data & Analytics,Master's,Tier 2,2,2,100352.1
31,6,Engineering Manager,Human Resources,Bachelor's,Tier 2,2,4,143833.16
29,8,Senior Software Engineer,Finance,Master's,Tier 2,5,3,160677.54
37,0,Sales Executive,Sales & Marketing,Master's,Tier 1,2,0,90368.37
53,32,Financial Analyst,Product,Master's,Tier 1,3,2,225099.69
46,21,Lead Data Scientist,Human Resources,Bachelor's,Tier 2,3,1,183847.85
58,1,HR Specialist,Sales & Marketing,High School,Tier 2,5,0,61844.05
36,14,Sales Executive,Product,Master's,Tier 2,3,4,133474.15
37,3,Engineering Manager,Product,Master's,Tier 2,2,1,141442.26
38,3,Senior Software Engineer,Engineering,Master's,Tier 1,5,1,166614.69
48,26,Sales Executive,Sales & Marketing,Bachelor's,Tier 1,3,2,180568.58
47,16,Financial Analyst,Product,Bachelor's,Tier 3 / Remote,4,1,118174.06
29,0,Marketing Specialist,Sales & Marketing,Bachelor's,Tier 2,3,2,67282.52
62,39,HR Specialist,Finance,Bachelor's,Tier 3 / Remote,3,4,164799.59
62,7,Engineering Manager,Data & Analytics,Bachelor's,Tier 2,1,3,134066.13
32,3,HR Manager,Engineering,Bachelor's,Tier 2,5,0,112402.84
48,26,Software Engineer,Data & Analytics,Master's,Tier 2,2,4,165960.0
30,5,HR Manager,Data & Analytics,Master's,Tier 2,3,1,126495.03
32,7,Product Manager,Sales & Marketing,PhD,Tier 1,3,1,186289.99
28,3,Engineering Manager,Data & Analytics,Bachelor's,Tier 2,5,4,166171.11
49,13,Marketing Specialist,Data & Analytics,Master's,Tier 2,2,3,119340.89
51,14,Engineering Manager,Human Resources,Bachelor's,Tier 1,5,2,236447.85
57,29,Sales Executive,Sales & Marketing,Bachelor's,Tier 2,4,0,166865.55
30,7,Product Manager,Sales & Marketing,PhD,Tier 1,4,1,200467.52
56,30,Software Engineer,Sales & Marketing,Bachelor's,Tier 3 / Remote,3,1,140692.89
34,0,Software Engineer,Human Resources,Master's,Tier 3 / Remote,2,0,68638.08
25,4,Product Manager,Finance,Master's,Tier 2,3,1,132623.86
31,6,Marketing Specialist,Engineering,Bachelor's,Tier 2,5,3,96296.92
47,14,Marketing Specialist,Engineering,Bachelor's,Tier 1,3,1,137794.72
24,4,Sales Executive,Product,Master's,Tier 2,4,1,105227.83
38,18,HR Manager,Product,Bachelor's,Tier 3 / Remote,3,0,126626.47
48,20,Senior Software Engineer,Human Resources,Master's,Tier 2,3,1,174874.27
43,10,Sales Executive,Human Resources,Bachelor's,Tier 3 / Remote,3,4,97634.94
57,30,Software Engineer,Product,Bachelor's,Tier 3 / Remote,2,2,136400.0
29,4,HR Specialist,Human Resources,Bachelor's,Tier 2,3,0,80034.74
54,0,Lead Data Scientist,Sales & Marketing,Bachelor's,Tier 2,3,2,129180.53
47,7,Software Engineer,Engineering,Bachelor's,Tier 3 / Remote,3,0,83301.9
52,0,Product Manager,Product,Master's,Tier 3 / Remote,3,0,101600.42
32,2,Engineering Manager,Sales & Marketing,Bachelor's,Tier 1,2,1,153244.84
50,30,HR Specialist,Engineering,Bachelor's,Tier 1,5,1,207483.53
50,2,Product Manager,Data & Analytics,Bachelor's,Tier 3 / Remote,3,1,96716.92
59,34,Sales Executive,Product,Bachelor's,Tier 1,4,3,218712.02
58,10,HR Specialist,Human Resources,Master's,Tier 2,3,2,108066.26
36,8,Marketing Specialist,Product,Bachelor's,Tier 1,4,0,107723.97
36,3,Engineering Manager,Data & Analytics,PhD,Tier 2,3,0,169929.08
28,5,Financial Analyst,Data & Analytics,Master's,Tier 3 / Remote,3,2,99321.7
50,30,Senior Software Engineer,Data & Analytics,Bachelor's,Tier 1,3,1,227721.81
54,30,Sales Executive,Sales & Marketing,High School,Tier 3 / Remote,3,2,126994.61
37,17,Sales Executive,Human Resources,Bachelor's,Tier 2,3,2,122014.38
55,23,HR Specialist,Human Resources,Bachelor's,Tier 1,3,4,159292.26
42,6,Financial Analyst,Human Resources,Bachelor's,Tier 1,2,0,113597.04
28,2,Lead Data Scientist,Product,Master's,Tier 1,4,1,174559.19
50,13,Software Engineer,Product,Bachelor's,Tier 2,4,1,123077.13
30,9,Senior Software Engineer,Product,Master's,Tier 3 / Remote,3,2,124177.17
28,3,Marketing Specialist,Human Resources,Bachelor's,Tier 1,3,2,91225.65
35,15,HR Manager,Product,Master's,Tier 2,3,4,162674.49
51,12,Sales Executive,Finance,Master's,Tier 2,3,1,124747.9
45,18,Product Manager,Sales & Marketing,Bachelor's,Tier 1,5,1,220315.02
55,31,Sales Executive,Engineering,PhD,Tier 1,4,1,241974.2
29,6,Software Engineer,Data & Analytics,High School,Tier 2,3,3,80251.67
22,0,Marketing Specialist,Data & Analytics,Bachelor's,Tier 2,3,1,67472.05
55,28,Engineering Manager,Product,Bachelor's,Tier 1,5,0,283677.61
41,13,HR Manager,Product,Bachelor's,Tier 2,3,2,137435.74
52,12,Product Manager,Finance,Bachelor's,Tier 2,3,4,154452.92
36,7,Software Engineer,Sales & Marketing,Bachelor's,Tier 3 / Remote,3,0,85017.46
36,3,Marketing Specialist,Finance,Bachelor's,Tier 1,3,2,98722.61
55,0,Senior Software Engineer,Product,Master's,Tier 3 / Remote,3,0,97882.8
26,1,Lead Data Scientist,Sales & Marketing,PhD,Tier 3 / Remote,1,1,117591.5
43,12,HR Manager,Finance,Bachelor's,Tier 2,3,2,132594.97
33,8,Marketing Specialist,Finance,PhD,Tier 2,3,0,119398.75
52,24,Engineering Manager,Sales & Marketing,Bachelor's,Tier 1,3,5,252470.88
50,21,Marketing Specialist,Finance,Master's,Tier 1,3,0,170500.47
43,19,HR Manager,Sales & Marketing,PhD,Tier 2,3,1,176934.34
29,2,Sales Executive,Sales & Marketing,PhD,Tier 3 / Remote,3,0,86918.22
58,8,Product Manager,Engineering,Master's,Tier 1,2,0,167166.77
49,29,Product Manager,Product,Bachelor's,Tier 2,3,0,194005.62
42,16,Software Engineer,Human Resources,Bachelor's,Tier 2,4,0,127727.86
32,7,HR Specialist,Data & Analytics,PhD,Tier 1,4,0,151498.08
32,2,HR Specialist,Sales & Marketing,PhD,Tier 3 / Remote,4,1,93537.68
44,9,Engineering Manager,Sales & Marketing,Master's,Tier 1,4,4,221398.99
34,11,Engineering Manager,Human Resources,Bachelor's,Tier 1,5,2,218514.17
48,7,Product Manager,Sales & Marketing,Master's,Tier 1,5,3,196729.75
44,24,HR Specialist,Data & Analytics,Bachelor's,Tier 1,1,1,149044.18
54,15,HR Specialist,Sales & Marketing,High School,Tier 1,3,1,114562.44
47,19,HR Specialist,Human Resources,Bachelor's,Tier 3 / Remote,3,0,101439.31
57,29,HR Manager,Engineering,Master's,Tier 3 / Remote,5,1,180358.26
54,32,Senior Software Engineer,Engineering,Bachelor's,Tier 2,3,1,194418.73
59,22,Sales Executive,Product,Master's,Tier 3 / Remote,5,1,141110.52
37,6,Software Engineer,Finance,Master's,Tier 1,3,0,129753.68
31,2,Senior Software Engineer,Sales & Marketing,Bachelor's,Tier 3 / Remote,4,1,101758.21
62,41,Financial Analyst,Sales & Marketing,Bachelor's,Tier 2,3,1,207834.56
38,12,Software Engineer,Product,Bachelor's,Tier 3 / Remote,3,0,90968.85
44,18,HR Specialist,Human Resources,PhD,Tier 3 / Remote,5,1,144595.97
22,0,Lead Data Scientist,Engineering,Bachelor's,Tier 3 / Remote,4,2,115080.11
50,7,Senior Software Engineer,Product,Bachelor's,Tier 1,3,2,150554.94
46,13,Product Manager,Data & Analytics,Master's,Tier 2,4,1,173764.88
27,2,Product Manager,Product,Bachelor's,Tier 3 / Remote,4,0,99423.37
31,5,Engineering Manager,Product,High School,Tier 1,3,0,154662.79
61,20,Product Manager,Data & Analytics,Master's,Tier 2,4,0,189333.06
35,6,Financial Analyst,Sales & Marketing,Master's,Tier 1,3,2,135912.11
44,21,Financial Analyst,Finance,Bachelor's,Tier 3 / Remote,2,5,120254.17
40,16,Engineering Manager,Engineering,Master's,Tier 3 / Remote,3,0,161058.81
52,28,Lead Data Scientist,Sales & Marketing,Master's,Tier 1,3,2,261036.54
60,6,Marketing Specialist,Engineering,Bachelor's,Tier 3 / Remote,2,0,64863.88
60,7,Software Engineer,Product,Bachelor's,Tier 1,3,0,114778.32
59,10,Product Manager,Finance,Bachelor's,Tier 2,3,2,143124.28
40,8,Senior Software Engineer,Finance,Master's,Tier 2,3,1,137132.04
22,1,Sales Executive,Product,Master's,Tier 2,5,1,97495.17
59,30,Lead Data Scientist,Finance,Bachelor's,Tier 3 / Remote,3,3,181453.52
34,3,Software Engineer,Product,High School,Tier 2,1,2,67953.11
55,35,HR Manager,Product,Bachelor's,Tier 2,2,3,182955.14
38,14,HR Manager,Human Resources,Bachelor's,Tier 2,4,3,145523.46
53,7,Senior Software Engineer,Engineering,Master's,Tier 1,3,2,166118.75
55,24,Senior Software Engineer,Data & Analytics,PhD,Tier 1,5,0,270610.62
54,28,Software Engineer,Engineering,PhD,Tier 3 / Remote,3,5,166043.18
49,9,Lead Data Scientist,Human Resources,Bachelor's,Tier 1,3,0,178823.08
