Age,Years_of_Experience,Target_Salary
30,7,7837.948526327369
33,29,27152.33893880514
35,9,3585.7712425069067
34,37,27654.812411599443
57,19,28014.56431763133
30,14,18654.446666211767
46,38,30591.980118880427
38,6,15611.566679091804
36,27,16352.756348306704
29,11,5931.053307669197
23,1,8736.043404512237
26,6,6071.289786397793
23,20,25830.23737823026
22,22,15984.837003448256
40,31,21795.987815770768
32,37,29074.41092738159
34,5,6846.914547941178
33,14,4036.774747399444
35,11,12992.929456142412
53,29,23888.088623153544
56,21,21619.475723044452
49,37,24167.576430246114
34,30,22052.53543189932
48,24,19616.000094935735
54,20,19037.514094753365
54,23,14281.05848480733
59,34,32964.68568170642
30,32,16071.636109449537
47,37,26960.04657325527
26,1,10348.987383361215
55,8,7677.912377413783
24,0,1288.0915366936952
50,25,18707.650969269936
39,7,18076.46903704673
51,18,14036.73217833346
36,34,26327.22513678577
35,18,15537.38913362273
25,37,24100.968582719135
46,20,11758.13749057953
41,9,17503.90293943431
45,14,21709.338267069732
44,20,17020.32068162776
46,16,9625.057633567758
41,16,17171.828993445542
35,15,12932.856198733516
55,28,18011.998755940374
54,3,5537.424506309414
38,20,16365.696228020975
44,25,32081.69914461034
37,24,17116.992470276396
51,3,17617.70538484049
29,27,17456.919485007296
58,33,26261.84322746394
23,27,11447.315053220198
25,20,20251.762413488876
43,9,13530.950657017464
24,18,8935.552693100133
49,6,11197.764007602902
33,28,29043.565898042645
36,30,14961.206533320339
49,6,15870.850046968633
50,21,9037.8232902985
54,20,8730.19842818148
58,37,24529.765859229577
58,23,23250.573964335934
22,6,8111.844311127554
43,35,27848.00821628395
31,14,12675.006342236207
45,0,9466.379080248616
43,33,20520.83769530438
52,9,21102.477683245463
39,25,20232.240904164635
34,24,22085.01763033826
52,9,13427.164887552119
57,21,16836.30962642032
26,35,18075.650781589586
41,6,6576.402341886686
28,25,20497.93174815239
29,9,17110.201775833673
29,33,17078.30541694078
57,18,16757.703360922704
44,23,13801.84019796046
36,11,19086.741147688335
53,11,11974.115744470068
38,2,5017.450296899124
34,2,10073.87882140522
58,29,10403.379453597096
48,6,16481.64204238326
48,13,12453.596609038668
38,15,18879.727207162818
44,23,19131.65650729378
53,9,11369.238186813742
55,32,27227.425235214847
51,3,4339.0498550242455
38,34,28305.68863345751
43,0,10937.35796187042
40,38,20883.210501489797
56,21,18898.63153087538
25,39,22712.510160615548
53,27,16582.5349669791
33,14,16079.37494653604
45,12,12821.706420134113
45,39,32576.61462792432
22,9,7172.580487547981
59,11,4398.108022123119
32,5,5537.510600571444
35,32,24747.0848616332
25,38,26143.674429722618
28,33,26426.732223235147
50,16,10621.543035497281
44,32,22860.37652326534
38,36,26962.550893373984
58,25,23907.40825962238
30,9,26947.62357135223
22,30,7770.894707944672
52,33,23203.464743343924
43,24,11504.704322736947
24,32,24003.17220034582
51,32,19337.320938705863
29,26,21453.59535365717
37,5,8453.884239681995
31,31,14651.883284562708
39,17,20916.465643533284
37,22,19497.76082041549
26,0,797.0964674162988
25,26,22236.152825186917
31,16,14370.351376523296
56,29,22413.21615113306
46,23,13833.52997957397
33,9,3320.98060776674
29,21,11951.840247488173
55,35,23873.521160732216
22,38,19327.12917913875
38,9,4256.485399255436
38,9,9646.03738735171
58,7,16191.505385363751
25,32,19951.607992696747
29,21,6500.376208780333
31,23,21406.670090542622
46,25,29104.995081892892
47,21,25627.640225306634
58,39,25304.377945100874
37,27,23411.63015235113
33,3,6361.049324356891
56,35,23853.519021358694
58,22,22798.773409694397
33,7,-2476.1134188514643
56,34,14389.74129842651
26,19,15665.47779356072
38,15,17098.91940431769
47,20,16430.22612320166
48,34,25131.787922922897
30,20,14730.15136529152
25,29,15591.753862574187
47,4,17097.181742995555
55,35,29571.80725867304
55,8,6698.630261749994
52,7,12669.600402429925
36,34,21678.36482779013
37,35,16434.570328040154
52,13,15511.086803615053
54,16,12133.04415135547
53,38,32939.540149119355
31,21,15119.639181636514
50,1,7809.307748199905
23,25,14410.588462890082
45,2,15495.584622115348
45,17,18121.1398249652
30,12,15881.532805907169
59,9,16002.102408712768
54,9,10540.18297179552
26,38,20360.766532648056
32,27,17641.500150969398
32,23,23335.25824327825
59,10,16381.83458255684
34,8,8283.039358877497
54,28,26058.446479071452
25,24,14070.069913908259
56,29,31822.700696545675
27,9,13788.097529979106
23,25,21959.16877127406
24,7,8342.719895268698
33,17,5708.035171895966
23,25,15922.267071864997
49,33,18759.814725933167
26,7,9040.175054330426
30,33,30193.657106727227
43,6,14302.715068177746
33,15,19668.1702631679
24,2,6560.326370544716
26,11,10551.70707086712
34,6,13823.748887486065
52,1,15642.139967195704
24,17,14380.06622580733
39,15,16777.18059807455
37,5,5810.859888201352
23,18,18643.238756772324
32,26,10311.075645656694
45,37,28072.977340308316
50,35,29600.387184824558
28,5,6691.669634326756
40,26,18358.7576289653
38,32,14186.738009067823
28,2,8493.87071504984
24,15,898.0221823228458
55,34,31734.650350516687
55,22,17924.744425663106
54,15,24767.19510649318
53,23,27029.89332874357
45,11,23093.067157245623
42,11,10915.39842294575
53,33,21299.119952016506
48,30,21580.22253727727
43,24,25207.406979261654
35,17,10460.948768468032
35,19,8063.4477716958245
32,26,11000.041657865024
47,26,15270.614326221876
48,19,19945.971164684364
41,34,18344.22540121358
24,14,2671.5956992221963
51,23,16779.695245117913
38,1,7513.006821838756
32,27,16513.989380314113
27,18,9148.585548763416
22,16,3104.1801071092395
33,28,18115.783812341484
53,16,14980.560581532314
32,25,9410.836769794645
26,2,760.9557347095761
59,21,17716.370796394513
29,13,2650.0615826848534
40,29,11504.723178181905
43,25,29822.877514802363
56,9,16822.946209462363
54,3,15183.19506374354
46,8,10829.728340356629
41,10,11525.902653407455
58,25,24076.57049432922
41,25,20076.981206881916
25,22,24197.28870548534
30,0,7381.386221493031
43,34,23906.34510719189
33,9,8561.574494019624
40,28,21936.808811349136
49,7,15737.297187438333
45,10,10165.793567558449
57,25,21713.200784764394
44,38,29088.427245125393
53,7,10879.397283021493
58,26,15833.255031268018
33,33,25729.706215276896
40,11,12847.943236233172
44,28,21045.288509842343
42,23,21499.459668215906
24,2,5598.715124156379
23,21,13943.607984700604
35,0,-967.1539543718382
41,13,17766.144839989516
43,9,9382.851758497265
55,2,-1559.0958196266492
29,37,28329.921544117573
49,29,16258.263761894365
36,1,8525.550361126867
27,13,8896.555622581724
48,31,24082.45506716968
46,2,16318.655072210173
30,0,7934.256461163448
50,29,29371.125335394798
47,13,17603.345360808627
58,30,31810.73187249384
58,39,38133.794318297034
57,8,18922.71833545961
29,21,18215.484869541855
44,35,20401.890499457848
56,11,17090.094020316337
22,25,23789.392216190878
45,15,14887.319564827145
50,23,14592.2366320216
37,11,16609.610150634584
26,35,25230.588144967656
22,35,20764.208319692836
54,28,30354.08442488574
23,25,19620.200220595674
56,37,29128.71435495503
38,3,8479.309220449566
22,4,13408.862079643151
34,18,15586.8340125888
29,34,21660.673506413044
33,4,14013.863393903623
37,6,6456.74493209516
32,31,12568.874893047188
59,2,5692.480683498331
26,23,26901.647327680526
54,20,24265.254155799154
54,5,3833.724584106696
31,32,27133.693825518712
48,6,6616.611919777582
41,3,4833.035421699167
34,5,17539.322324790402
35,38,22763.9491979999
35,37,26146.53054292996
57,15,18659.349093670367
30,32,28097.543566526867
46,2,8130.922375045217
23,5,5408.5210384941365
24,15,11496.68060748691
22,13,1696.2906222472684
43,9,17750.862143792612
43,37,31726.069773411626
53,28,25907.576419282046
40,19,12698.748760706618
52,33,20171.46749595752
52,28,35475.80659652823
31,38,19409.673042304978
53,0,9536.399373378266
35,0,32.110759359458825
57,6,-539.8718065204212
26,3,-206.51623164526154
38,36,20967.349783745187
24,32,18370.69358553602
39,33,26082.537032122465
27,15,10632.531847308172
26,0,12193.67179572898
47,8,10225.626668443723
22,0,-5518.976875896831
41,6,8206.025136120566
49,19,21677.271487095728
29,8,4788.63649817687
54,23,18236.533065358984
50,15,17799.437674442346
55,37,23339.424336496824
40,12,16433.41816626082
49,22,27512.637995289268
30,35,20613.471995032167
51,14,24183.69635637183
49,37,18824.41294884008
22,39,29326.758946791582
53,33,26501.926523050126
56,38,28216.58558606894
27,0,8120.834437357343
38,10,15082.290319878477
28,23,9610.669194283215
29,5,12466.478376644884
28,23,15123.620274651403
45,4,6480.963727435954
39,10,12520.968102089244
46,37,29292.294175722753
33,33,27140.022719498214
34,30,23907.664896873375
41,37,32894.14834151962
41,11,16485.568143593395
34,21,19226.792534745673
54,33,25998.005535136326
44,23,33707.05721194422
46,11,16379.246483135028
36,6,7671.32572228469
35,36,28210.085884797776
55,2,8370.070286646458
40,10,14476.68538760774
54,31,20098.179101260408
37,30,25239.572397826818
43,16,10911.509805082096
36,33,25469.22603119176
31,32,21241.735182343535
27,22,23116.408613472402
22,18,17644.845190102707
35,6,16198.753229181297
59,5,11458.526307764903
25,30,27147.41883260046
28,14,16813.386735196662
32,9,10376.205269312588
22,9,19527.68312412055
57,18,11504.369484732571
58,0,-77.10039263399267
39,11,20986.344917708047
26,10,4736.9520303855625
29,11,9493.623429060332
35,18,13418.056818328892
23,27,15641.46597486128
58,9,21288.413929331808
23,13,10536.241820026684
40,14,13206.408344827789
44,26,21088.62102137148
39,2,12830.611968717338
50,26,19921.246683393012
44,34,29726.125488264865
34,39,20742.806426259784
51,19,24784.38015353546
27,24,11007.781510169774
58,26,25825.923686497234
47,32,14862.005427090455
45,12,13040.105956386382
58,33,27570.288646201363
58,14,14974.893300699961
36,13,15445.335372467303
33,31,18171.325744024656
33,12,5902.845802778759
46,30,24705.46190458726
31,3,5427.164955359105
26,7,11093.152703138809
54,36,33348.36626172355
56,37,33083.27964437047
49,38,25502.646447956584
28,20,11600.589510579606
35,24,17083.26855313242
40,28,20623.030523646008
56,23,35226.63627308728
41,10,17350.582132494626
40,29,17286.38046295758
40,6,9909.942306893261
53,9,12554.46463005725
29,31,28570.6865374613
48,25,13494.778357980358
54,30,24214.13253535548
55,32,21044.331244341563
44,16,15451.119309168089
51,8,10817.252554061643
51,21,12261.07634471135
28,33,25666.875644100728
23,23,17613.580115337143
31,6,18470.216289951262
43,1,676.1970293532504
26,37,23748.013444953634
54,24,27218.917054481055
32,22,14605.82174826474
23,30,26191.175258435018
45,26,14750.265048271765
45,6,1639.4975434054359
44,24,18533.651080873744
56,37,29022.004794612578
23,13,7437.697747142277
35,17,4499.992966518135
51,20,27589.001987458625
43,1,7842.738356401374
25,17,10406.558839089212
35,16,12568.543448688366
36,38,29250.143988027357
47,14,15209.08152512995
27,11,16683.190941690165
36,36,14264.950294048589
50,24,22932.314382752662
50,1,10406.591821849112
38,9,12568.560341346232
51,1,3225.5878890944914
27,35,25707.049002060878
23,31,26918.6873891843
47,6,7306.678425572949
46,10,13338.686278870015
46,39,28440.875298864663
38,19,15306.239727496504
52,21,32562.135373444813
57,22,27180.531590457795
36,16,16714.03887931148
25,0,3406.0355018407636
31,3,10925.311647570601
43,35,25741.707052743965
44,38,27530.429270472694
57,5,9139.899394176882
28,38,25176.565493185226
27,0,5686.320342137466
40,27,30601.631839459747
38,4,10648.295007334742
59,7,7439.329050018143
47,8,10762.37893213706
42,30,20168.41580927561
40,3,7750.5564064638365
23,11,10506.920906803205
53,15,10578.821113198084
41,26,21297.93232978052
44,21,14436.284016198962
42,29,29033.177445890113
39,10,12438.137192174214
26,31,19874.690116840302
27,15,17508.191480822046
50,24,29709.925565254875
36,19,22298.687504380992
26,15,13870.675733820168
56,24,21995.91358272033
47,2,-1735.2464808349669
32,21,16615.49840335299
51,7,14044.964272693207
38,25,25863.183089529837
48,36,37287.98393010681
57,1,10636.37741279313
29,30,20566.99163894936
40,15,7642.129793339525
25,17,17434.08804838272
27,19,10944.863783125966
26,12,15206.635269551858
27,1,2159.64179756363
43,23,17554.68651525086
34,32,20467.719591715377
55,14,10619.11009551978
34,38,30667.421064439022
41,6,18104.900494305773
56,35,18367.219432204645
22,16,8074.793540194978
47,1,8305.60024814407
59,13,14184.575562109098
51,18,19672.577653446788
39,18,12533.201830836284
53,21,23690.73980680996
46,29,20231.11438322438
57,22,11147.385320708901
31,34,19167.585845410806
25,7,16186.844961225319
28,0,4552.271241211065
57,23,18955.468113009734
31,11,13604.947734191752
58,20,19657.28469023851
25,8,2246.9186340906535
27,27,17542.933710684927
41,2,8475.983439956908
29,34,25234.865762910715
50,13,17267.251797054614
56,36,29226.961197873068
38,33,26348.72376602715
39,0,829.1369266634301
38,21,12056.154484323728
34,4,8391.148989714275
41,26,16239.602573292774
42,23,21188.220814830856
36,24,13802.770778118622
58,21,18761.757301977792
26,38,25211.854245880335
30,10,-3451.7588525534957
43,8,9323.635733051746
36,21,18829.127949721038
42,8,11044.23027802482
51,39,23182.028536762056
52,5,6315.872756389555
52,30,17161.91706291942
34,4,8184.92759327288
27,29,15378.27679927993
38,26,20411.386347771615
46,1,10413.80636173948
34,12,12290.303154339666
34,33,19901.483977141106
51,33,21893.33587812762
28,10,6597.469513223475
26,26,12434.378413478797
40,14,13307.245220106732
34,31,20238.486136734497
49,39,21945.12719821992
35,28,22892.346732284543
28,37,29227.9133149032
52,14,18628.18728091497
32,22,20432.635648122236
39,32,27568.497130906697
52,11,16663.59876095155
42,26,17406.94012764071
22,30,21013.62955561987
46,27,15578.945833902373
30,11,16262.259539459272
39,19,16121.547643934422
35,32,33901.801718994866
58,2,-568.3434153342405
43,10,16890.4613775342
36,11,-1478.7110444263162
46,18,18667.533673660357
45,14,14568.515310846207
50,39,32444.663949647813
39,35,21807.078837261113
56,22,17961.035824745668
34,31,10280.850579628059
51,38,33289.92262476458
28,25,13858.289171828004
44,5,16820.60154669049
30,14,13495.062190740095
24,26,18440.12421586388
56,26,17715.831439140893
37,31,22043.526649251977
31,22,17153.343604327198
43,22,11694.992178549131
29,28,21303.11593293082
34,30,25842.547302480678
45,32,18159.889112469224
36,24,18121.144471793545
48,27,32505.5289586026
38,33,23614.05265755018
23,21,12298.036139321863
58,20,12092.681648209578
49,5,7193.11757488677
46,11,19135.73358270411
59,29,28201.143735396196
51,4,15566.17688162209
31,33,22184.909517337222
27,25,21492.415530959308
53,11,15162.938450424985
31,9,6730.3745054439805
30,17,7008.408681225558
52,12,20164.76692251962
38,2,2209.5937440252674
31,23,14563.52618004227
59,24,11478.558102615272
27,38,28796.684479566546
48,20,21494.76460934821
59,33,32530.467664949792
27,29,24111.344098467976
43,5,14203.098469004088
50,12,18251.319982675857
36,4,11120.27387244012
23,21,13897.29942961983
39,11,14977.427278736384
31,38,23778.963013241253
22,30,22034.562553696946
34,39,29783.659412816523
34,25,13389.362637268783
54,8,22757.09274894535
44,28,23619.49456401824
54,0,7014.341868389033
56,21,19472.872398656367
58,28,13703.149420407306
39,31,25439.48485520736
59,2,3554.493796516361
45,35,14586.990580320688
37,12,9277.614557309727
26,4,12627.745911095613
33,29,20493.706410773
45,16,27679.55826077629
26,3,2781.8663642637357
27,10,16220.335878022977
51,19,17043.650254647153
42,6,8111.543027615018
28,32,25951.857190005427
36,17,7010.906850168679
42,1,7964.208751339507
42,30,24574.58397718483
31,18,18515.78893622596
48,26,17779.264894256026
22,7,-969.2424737678357
52,14,13733.683703874893
55,30,29069.214712879337
31,24,14683.927788653758
44,35,28011.12946885626
52,23,24310.091782878713
41,39,18637.935912897585
27,15,5330.427341144202
46,38,26390.160694124523
24,38,13216.598639258735
35,26,24567.109328185725
39,10,13254.675841578592
50,39,25207.805132017394
32,38,22564.224483433067
38,25,20016.49541224744
35,16,7292.325465877955
31,14,17535.839383638857
59,17,25816.582253150416
40,12,15108.29719826241
44,13,12932.074083085789
30,9,10760.577302732412
37,15,6236.0571581552385
59,27,15975.464565061298
51,33,23384.060222516884
54,7,7112.348780974153
46,2,18331.930453664914
44,21,12411.968161534633
46,4,5988.757777724567
35,23,19702.658243012538
50,8,18087.211471267736
32,19,11504.169211930624
47,5,6247.758261548229
41,11,13022.591088572066
34,6,7709.377727236154
42,34,21544.04904681953
49,29,19423.541757611638
40,27,8013.098915035685
50,38,28171.920926699368
44,3,9330.994191565096
36,15,11318.909567155857
52,16,11478.622555674123
38,30,14144.831859308655
47,12,10604.43526192814
29,37,18221.421627825384
41,2,15243.218849034341
27,4,3674.2953082737245
47,25,22916.215435782186
28,3,11097.452313606995
48,39,21081.21883615662
38,29,16599.33238754083
26,32,27595.36522496323
50,22,23848.65218961899
48,31,17038.152321476802
37,8,8146.397447855943
46,33,12704.865048849935
33,26,17074.460736591842
32,8,6868.576510763614
33,20,10380.604549980057
44,21,10611.975169986772
39,15,16303.861707756772
51,33,24461.830533150245
51,23,14052.195549710137
26,39,22069.907624344924
49,4,17442.0924340606
26,0,6391.900318646432
26,37,20347.997476784538
40,9,11684.255728180357
23,32,18145.263531086403
55,9,7217.636235503503
25,12,10810.768188170121
44,7,6473.729432652193
55,29,27694.16157867781
39,8,15276.655400392552
33,6,9878.287914006376
32,29,15722.752290097204
55,37,21437.487109822647
47,35,24862.942026916957
28,30,22184.949284548085
22,6,6861.765201096579
51,10,11331.185946017818
58,27,29687.89993528642
40,37,28191.23919268588
51,31,28954.636998834572
59,21,25800.285621654788
34,7,3342.832254619523
44,32,26684.98524400524
47,33,27633.941775147192
43,30,22391.200472880755
40,11,13507.022878578739
25,13,7256.052897116873
31,18,6290.1560366773265
42,14,8166.038746259996
47,2,11229.001448928742
36,27,18901.92059901257
25,22,8424.469341190059
38,10,7757.81082840646
38,13,7962.867092752319
33,6,602.4943854769663
23,30,26869.761006070454
23,12,6227.739859176485
59,31,25363.37438964406
29,13,10266.210771563681
33,10,14685.889349811248
30,17,11992.119874198073
45,24,26137.73383474561
50,31,12740.373472059597
28,39,22248.5476502333
34,29,11328.80476311557
58,28,14918.371484127434
47,0,9285.42933340466
34,18,16930.57614920935
45,0,2715.672028190831
35,31,29703.715442332046
26,34,25128.963260979883
27,26,16907.0512598913
50,39,31185.612609976506
29,39,24746.182647695747
57,10,18295.88694781829
58,24,19327.143857537383
59,28,13947.671997510144
45,19,19738.387682583852
57,19,26086.817690898653
37,19,23152.33346031455
32,15,10683.598110363488
24,30,24060.774142973365
56,13,8233.803672305312
53,34,27959.29455450879
57,1,9601.005813079928
46,29,19793.134126274173
23,4,10204.971453835928
46,31,24466.43132058084
57,33,24743.3933030619
54,21,16846.90869584361
26,24,8657.18170175646
54,32,22286.11000404198
47,28,16540.64156929464
36,11,3276.138839170593
56,24,21473.91852414379
58,28,18146.94026536923
50,16,11114.562673605047
51,37,18257.14587707287
50,7,14458.28849899022
54,28,29530.779898415654
23,34,22153.139931876678
27,12,14779.229387849198
26,31,9163.44076164564
32,35,28728.022870360895
28,16,7403.562185862394
23,9,17898.0331893248
52,38,30865.16508539854
46,4,-764.0120182501614
38,18,17814.728266886283
29,22,18247.54656233698
43,8,9625.34555633611
40,39,27240.19040483047
22,1,2956.3963321226834
42,20,22407.19550296264
55,25,24819.74551136642
49,2,7728.694330798083
56,12,2982.059387731795
22,13,8740.97807190198
59,20,24886.35259061522
38,18,18743.067522847028
51,5,6911.469556186046
24,7,3780.5908679817676
50,10,15013.622596818397
41,23,24427.329937182327
47,30,18418.43524487959
48,18,19148.700337677783
30,23,17783.26219189785
37,2,9446.611615131591
31,4,-1518.9361635659516
53,13,11271.332003427391
31,17,13647.887342584
31,0,7702.525259015254
28,22,9982.505606578685
58,11,17734.27227435295
42,23,23503.97119535352
39,5,14698.543803789475
25,37,21930.844486667855
26,24,7468.2090982308255
38,30,27664.966556151674
49,16,19129.61684046029
50,1,-677.0468588035474
24,10,4429.885886490183
53,28,21910.917632643617
35,26,22530.936456175517
52,1,3651.1756438343955
53,7,6270.849494308622
40,26,14843.77845178263
37,3,11070.136539805497
27,0,1938.722256804936
51,10,23211.59370547682
37,6,4358.891951741447
24,30,17212.799944480255
59,29,25592.360665590182
52,30,22818.572454223067
56,20,17532.28211651614
53,24,14814.454409078931
55,17,13088.683934411332
53,28,20747.448634887594
47,25,12621.099836013142
30,35,24893.392382754537
27,39,31120.73064591187
59,9,17680.70903672033
23,20,10698.691992061003
52,9,17659.519558299544
34,19,26788.84590726645
51,4,5293.679435911628
35,38,19844.786744582452
40,26,15986.365316486905
32,23,21705.81430286142
53,2,16021.01128018456
27,39,22799.118593654362
50,30,20680.5547015231
23,0,2148.8259292048674
58,14,11382.691721130253
58,28,23397.073306955117
51,17,17039.210187973586
46,2,8880.505131254933
33,13,19385.64653132666
53,9,6990.493667897185
23,8,13868.37084867927
45,26,13047.757558891513
38,36,19092.37411495479
29,34,29140.64239474177
24,7,9120.401116631612
38,32,20894.99469479997
37,21,12567.246432024827
54,29,17121.873896239675
25,6,44.05028476386542
47,13,17762.36891535008
27,19,17515.836261288972
34,33,18425.268075265936
40,2,6648.399506025085
43,15,12533.394496934645
41,17,10116.401167746724
51,9,8004.861856204552
48,36,24822.92265973812
45,27,16044.94763635331
54,10,20632.347514367997
32,36,22926.444844311318
22,2,7429.025141689843
26,10,19642.098651678396
26,1,2190.215251914632
37,7,10342.646472520562
38,34,24550.34445279308
55,38,33674.6214274022
27,14,14392.597092351196
37,29,14468.612880949186
47,6,8656.580203404716
51,2,7079.550610698729
29,4,11500.847436161548
40,5,4931.133115701828
25,24,20224.859914867957
34,29,20193.02509278691
31,35,20109.997195811866
38,32,18874.47358533151
49,0,11332.891243483838
55,0,7858.667628343503
42,26,22092.122094105835
59,7,16380.088697182784
32,8,14955.575468962677
40,27,15343.53245355859
44,19,16508.658028191116
49,4,8988.758010109435
40,26,21806.94241814065
56,22,25119.88611739134
48,8,14380.072284520918
48,38,27501.60593337292
41,21,11552.010426496956
42,28,11633.522322045681
33,38,13481.99713339599
45,34,29216.68416105271
33,35,27541.40152880884
44,3,10464.515108766007
30,26,15958.57930438197
32,19,16979.62985132898
46,12,18547.11781603588
44,5,10336.733736504804
38,4,5354.565727591071
35,9,8048.146756136422
55,10,10219.711516337375
23,14,1756.073829143219
35,10,6322.730929720801
42,22,12456.099665118141
35,28,24530.72185232441
25,22,14151.832633114773
24,12,19228.655688258757
45,9,9207.660237959659
59,17,14867.176633851142
49,37,23063.20349448138
43,20,21035.918279155983
30,15,18272.860948405636
27,21,9566.230384606051
43,12,22182.184090111594
50,17,23417.62274355517
33,30,22315.713979138698
47,39,29069.585724539083
34,28,27506.467267445052
46,34,21567.163231985276
31,30,20131.861321575027
52,8,8144.653870468562
31,3,-3245.6767749352475
50,24,24117.91645750808
46,3,9746.359445677565
28,4,18179.5802006657
51,37,25103.72973701064
38,31,22559.431487424685
27,1,6258.154416512497
38,24,18054.22771998017
49,12,7572.602331959589
24,21,15392.821281401213
23,23,19823.876834563718
47,24,19080.507335125887
42,5,7518.020341764432
55,24,15130.83449404262
49,8,14394.726291756824
35,36,24789.944823370344
44,25,15591.994539788528
40,4,8856.362912781413
49,4,13710.431560353252
55,35,21803.09151348257
55,26,28663.59858295042
58,27,22612.10142345722
52,6,7434.512276792862
54,20,15168.31580592401
45,5,17393.826429283792
52,10,23148.36349675867
47,39,28855.310857381653
47,13,12593.394747926008
27,25,20421.441057508306
26,35,25322.168870019348
55,19,18616.919259209328
53,28,10284.59004974414
26,4,7312.426993083071
31,0,7136.581006681706
47,10,1964.998029538292
22,14,8101.654282901216
42,17,14104.911878334213
48,39,27223.61392934492
53,22,13628.238892115325
41,14,18554.585843248125
39,7,10895.210309363436
35,31,13149.274976204757
50,12,11836.936670777668
32,15,10154.2054039477
27,25,18847.394818375757
52,2,8714.717647463829
53,20,21463.958284547643
57,35,35517.86034053654
22,8,13168.359428533111
57,16,23442.841568949945
58,8,23117.460476162083
25,12,13032.70533674397
30,12,8367.881896747618
48,3,5542.852328327851
52,39,22123.901363191846
36,21,19001.058858210206
51,26,28424.393165416324
29,3,7777.778381812603
33,25,20301.580938094143
45,16,12830.013990496547
51,37,28759.974739965513
40,17,16083.300113050294
44,18,19554.380956288645
36,19,22087.70604013305
36,9,16628.96889716587
23,16,24287.807425315696
51,31,26869.46182643079
54,5,5870.7932402995
47,11,5164.969132214367
30,13,11663.765121828454
24,21,18442.71088785015
23,39,20083.7360458396
33,31,15199.350773366888
46,18,3300.2866420043247
28,15,15135.19921577005
43,39,24323.89583094935
34,24,16530.161583162695
36,27,15577.300048601302
24,0,4708.2316463789575
51,12,18019.43152106003
51,33,29044.94287589608
55,11,11425.294018728177
47,11,16276.604272109806
25,12,11988.3708446736
49,7,13285.224057910817
22,35,22688.377583679347
36,18,18933.750628777816
22,10,10342.414187990731
28,25,16188.199959385094
27,26,22964.976197860396
51,8,10859.765882854763
41,2,1856.9688353996544
34,18,15977.32987780231
54,0,11995.769800073193
35,29,12603.953581113716
31,8,11786.037299585141
51,13,16037.519145492543
23,18,11679.714846267578
23,11,8383.560841729988
46,12,5515.814325582287
22,29,15490.226569813656
51,19,21503.846005032497
44,14,15102.937916715135
51,3,14700.953710605943
35,14,11604.918514776753
33,3,718.4682283580196
50,11,6939.108962616867
54,36,20601.12397332002
45,10,12872.490131806528
34,15,988.0573574947321
27,25,14533.198771602025
45,11,14938.633325014864
33,38,22945.835859118648
36,10,25305.24698866016
45,33,18166.633771924986
50,22,18443.007427728146
22,0,-957.2366658971159
55,36,17733.605978837026
40,7,6521.706271737412
36,21,15380.777196849045
55,34,24313.640216752832
36,14,20004.60840806193
39,4,2329.81900962853
46,14,16587.01617651047
38,25,12048.142149220335
40,33,21464.632828004407
57,13,15940.881572906681
49,8,13629.15368730743
45,4,7632.479245931874
27,1,6361.917256955451
34,13,-913.3379930657502
23,7,8589.011222788715
27,36,32869.29400254323
47,2,2933.6717648446047
41,21,23593.694304395478
47,0,11906.400888732285
32,12,9505.203274372489
31,5,14301.980565924001
35,25,17683.78943021973
48,23,31986.559327473195
49,21,18817.900245789457
42,35,18771.4059471556
36,25,29981.718150374258
48,22,25001.96943649894
29,35,24539.426206587737
22,28,21717.438752955342
44,8,6050.4325026895895
42,12,8285.025522407383
58,22,13258.249276943996
54,31,28039.182800318296
37,7,5447.738661401202
59,5,17157.57083170956
44,9,13332.693962385083
57,19,18365.475036421267
56,5,14749.92135238881
30,8,7018.615512387609
34,35,28056.63336096869
52,17,15557.50536053792
34,22,20059.813034765277
58,7,12718.880157405758
46,25,19573.462650152484
30,19,15014.043434322422
42,1,-532.6446810763846
56,35,32972.54329704182
45,33,12630.115984512315
32,23,15319.627914235738
46,24,23238.855422795972
50,25,11175.732426717599
29,19,14096.798922087653
41,0,6567.127449979941
51,31,20012.99261129158
40,7,9114.632022895226
27,0,3566.2835605319965
55,18,17492.311522996184
50,8,12751.539383734476
44,1,1536.1794082387296
55,11,14135.40973507192
26,13,3390.799682192317
42,36,20290.257523219403
59,2,12471.404540924945
56,28,24834.891569625313
53,6,1450.979234163582
57,14,11079.359526909824
30,26,22340.274397524547
54,35,33457.17053465359
47,26,25449.405860499613
34,27,15810.447138471587
37,0,730.3241736564023
32,34,20590.605795777847
32,3,8952.71706682518
50,31,26868.71341251897
45,1,5545.0972044771715
24,26,11852.321513459417
52,36,26845.721585194173
49,19,19266.451754856225
22,38,25174.050948866352
57,27,26267.05176022745
50,28,18743.37850642338
57,10,15330.797966506396
32,29,21316.9924222773
33,38,23392.41428367576
36,4,6059.067699225225
36,29,24394.407329650552
49,19,18899.674860024053
51,12,11023.781826295457
37,3,8617.209002295973
24,29,24535.422477956323
50,27,19725.932881790468
26,3,1516.2331653833198
39,5,11053.424533982123
27,18,21366.4738633252
54,6,12627.472786742055
33,38,16093.771987712167
56,30,24761.602224467504
43,19,10381.348303304316
26,13,12488.218534885202
28,32,16197.530829397121
51,33,25289.731602422136
45,35,24817.83559429832
35,21,12369.216560250585
27,24,14246.45497362715
59,15,24516.621592320556
46,30,27175.00056510173
55,14,16265.296651091541
22,33,27389.671004961467
58,7,11249.730428850256
